	0.18178	0.19156	0.19286	0.18729	0.18388	0.19224	0.20051	0.21591	0.22656	0.24261	0.26190	0.29397	
		0.20259	0.21270	0.20423	0.19984	0.19696	0.20849	0.22090	0.23353	0.24912	0.26756	0.30275	
			0.22834	0.22270	0.21646	0.21477	0.21534	0.22637	0.24031	0.25473	0.27353	0.31038	
				0.23839	0.23316	0.23039	0.23075	0.23287	0.24577	0.26404	0.28297	0.31799	
					0.25119	0.24813	0.24828	0.24906	0.25067	0.27023	0.29127	0.31271	
						0.26614	0.26796	0.26696	0.27090	0.27743	0.29941	0.32567	
							0.28469	0.28844	0.29245	0.29705	0.30661	0.33536	
								0.31056	0.31507	0.31880	0.32969	0.34363	
									0.33937	0.34545	0.35636	0.37124	
										0.35934	0.36824	0.38548	
											0.38225	0.39788	
												0.41476	
													
